time: 100000000
0 1 1
0 2 1
0 3 1
0 4 1
0 5 1
0 6 1
0 7 1
0 8 1
0 9 1
0 10 1
0 11 1
0 12 1
1 1 1
1 2 1
1 3 1
1 4 1
1 5 1
1 6 1
1 7 1
1 8 1
1 9 1
1 10 1
1 11 1
1 12 1
2 1 1
2 2 1
2 3 1
2 4 1
2 5 1
2 6 1
2 7 1
2 8 1
2 9 1
2 10 1
2 11 1
2 12 1
3 1 1
3 2 1
3 3 1
3 4 1
3 5 1
3 6 1
3 7 1
3 8 1
3 9 1
3 10 1
3 11 1
3 12 1
4 1 1
4 2 1
4 3 1
4 4 1
4 5 1
4 6 1
4 7 1
4 8 1
4 9 1
4 10 1
4 11 1
4 12 1
5 1 1
5 2 1
5 3 1
5 4 1
5 5 1
5 6 1
5 7 1
5 8 1
5 9 1
5 10 1
5 11 1
5 12 1
6 1 1
6 2 1
6 3 1
6 4 1
6 5 1
6 6 1
6 7 1
6 8 1
6 9 1
6 10 1
6 11 1
6 12 1
7 1 1
7 2 1
7 3 1
7 4 1
7 5 1
7 6 1
7 7 1
7 8 1
7 9 1
7 10 1
7 11 1
7 12 1
8 1 1
8 2 1
8 3 1
8 4 1
8 5 1
8 6 1
8 7 1
8 8 1
8 9 1
8 10 1
8 11 1
8 12 1
9 1 1
9 2 1
9 3 1
9 4 1
9 5 1
9 6 1
9 7 1
9 8 1
9 9 1
9 10 1
9 11 1
9 12 1
10 1 1
10 2 1
10 3 1
10 4 1
10 5 1
10 6 1
10 7 1
10 8 1
10 9 1
10 10 1
10 11 1
10 12 1
11 1 1
11 2 1
11 3 1
11 4 1
11 5 1
11 6 1
11 7 1
11 8 1
11 9 1
11 10 1
11 11 1
11 12 1
12 1 1
12 2 1
12 3 1
12 4 1
12 5 1
12 6 1
12 7 1
12 8 1
12 9 1
12 10 1
12 11 1
12 12 1
13 1 1
13 2 1
13 3 1
13 4 1
13 5 1
13 6 1
13 7 1
13 8 1
13 9 1
13 10 1
13 11 1
13 12 1
14 1 1
14 2 1
14 3 1
14 4 1
14 5 1
14 6 1
14 7 1
14 8 1
14 9 1
14 10 1
14 11 1
14 12 1
15 1 1
15 2 1
15 3 1
15 4 1
15 5 1
15 6 1
15 7 1
15 8 1
15 9 1
15 10 1
15 11 1
15 12 1
time: 200000000
0 1 1000001
0 2 1000001
0 3 1000001
0 4 1000001
0 5 1000001
0 6 1000001
0 7 1000001
0 8 1000001
0 9 1000001
0 10 1000001
0 11 1000001
0 12 1000001
1 1 1000001
1 2 1000001
1 3 1000001
1 4 1000001
1 5 1000001
1 6 1000001
1 7 1000001
1 8 1000001
1 9 1000001
1 10 1000001
1 11 1000001
1 12 1000001
2 1 1000001
2 2 1000001
2 3 1000001
2 4 1000001
2 5 1000001
2 6 1000001
2 7 1000001
2 8 1000001
2 9 1000001
2 10 1000001
2 11 1000001
2 12 1000001
3 1 1000001
3 2 1000001
3 3 1000001
3 4 1000001
3 5 1000001
3 6 1000001
3 7 1000001
3 8 1000001
3 9 1000001
3 10 1000001
3 11 1000001
3 12 1000001
4 1 1000001
4 2 1000001
4 3 1000001
4 4 1000001
4 5 1000001
4 6 1000001
4 7 1000001
4 8 1000001
4 9 1000001
4 10 1000001
4 11 1000001
4 12 1000001
5 1 1000001
5 2 1000001
5 3 1000001
5 4 1000001
5 5 1000001
5 6 1000001
5 7 1000001
5 8 1000001
5 9 1000001
5 10 1000001
5 11 1000001
5 12 1000001
6 1 1000001
6 2 1000001
6 3 1000001
6 4 1000001
6 5 1000001
6 6 1000001
6 7 1000001
6 8 1000001
6 9 1000001
6 10 1000001
6 11 1000001
6 12 1000001
7 1 1000001
7 2 1000001
7 3 1000001
7 4 1000001
7 5 1000001
7 6 1000001
7 7 1000001
7 8 1000001
7 9 1000001
7 10 1000001
7 11 1000001
7 12 1000001
8 1 1000001
8 2 1000001
8 3 1000001
8 4 1000001
8 5 1000001
8 6 1000001
8 7 1000001
8 8 1000001
8 9 1000001
8 10 1000001
8 11 1000001
8 12 1000001
9 1 1000001
9 2 1000001
9 3 1000001
9 4 1000001
9 5 1000001
9 6 1000001
9 7 1000001
9 8 1000001
9 9 1000001
9 10 1000001
9 11 1000001
9 12 1000001
10 1 1000001
10 2 1000001
10 3 1000001
10 4 1000001
10 5 1000001
10 6 1000001
10 7 1000001
10 8 1000001
10 9 1000001
10 10 1000001
10 11 1000001
10 12 1000001
11 1 1000001
11 2 1000001
11 3 1000001
11 4 1000001
11 5 1000001
11 6 1000001
11 7 1000001
11 8 1000001
11 9 1000001
11 10 1000001
11 11 1000001
11 12 1000001
12 1 1000001
12 2 1000001
12 3 1000001
12 4 1000001
12 5 1000001
12 6 1000001
12 7 1000001
12 8 1000001
12 9 1000001
12 10 1000001
12 11 1000001
12 12 1000001
13 1 1000001
13 2 1000001
13 3 1000001
13 4 1000001
13 5 1000001
13 6 1000001
13 7 1000001
13 8 1000001
13 9 1000001
13 10 1000001
13 11 1000001
13 12 1000001
14 1 1000001
14 2 1000001
14 3 1000001
14 4 1000001
14 5 1000001
14 6 1000001
14 7 1000001
14 8 1000001
14 9 1000001
14 10 1000001
14 11 1000001
14 12 1000001
15 1 1000001
15 2 1000001
15 3 1000001
15 4 1000001
15 5 1000001
15 6 1000001
15 7 1000001
15 8 1000001
15 9 1000001
15 10 1000001
15 11 1000001
15 12 1000001
time: 300000000
0 1 2000001
0 2 2000001
0 3 2000001
0 4 2000001
0 5 2000001
0 6 2000001
0 7 2000001
0 8 2000001
0 9 2000001
0 10 2000001
0 11 2000001
0 12 2000001
1 1 2000001
1 2 2000001
1 3 2000001
1 4 2000001
1 5 2000001
1 6 2000001
1 7 2000001
1 8 2000001
1 9 2000001
1 10 2000001
1 11 2000001
1 12 2000001
2 1 2000001
2 2 2000001
2 3 2000001
2 4 2000001
2 5 2000001
2 6 2000001
2 7 2000001
2 8 2000001
2 9 2000001
2 10 2000001
2 11 2000001
2 12 2000001
3 1 2000001
3 2 2000001
3 3 2000001
3 4 2000001
3 5 2000001
3 6 2000001
3 7 2000001
3 8 2000001
3 9 2000001
3 10 2000001
3 11 2000001
3 12 2000001
4 1 2000001
4 2 2000001
4 3 2000001
4 4 2000001
4 5 2000001
4 6 2000001
4 7 2000001
4 8 2000001
4 9 2000001
4 10 2000001
4 11 2000001
4 12 2000001
5 1 2000001
5 2 2000001
5 3 2000001
5 4 2000001
5 5 2000001
5 6 2000001
5 7 2000001
5 8 2000001
5 9 2000001
5 10 2000001
5 11 2000001
5 12 2000001
6 1 2000001
6 2 2000001
6 3 2000001
6 4 2000001
6 5 2000001
6 6 2000001
6 7 2000001
6 8 2000001
6 9 2000001
6 10 2000001
6 11 2000001
6 12 2000001
7 1 2000001
7 2 2000001
7 3 2000001
7 4 2000001
7 5 2000001
7 6 2000001
7 7 2000001
7 8 2000001
7 9 2000001
7 10 2000001
7 11 2000001
7 12 2000001
8 1 2000001
8 2 2000001
8 3 2000001
8 4 2000001
8 5 2000001
8 6 2000001
8 7 2000001
8 8 2000001
8 9 2000001
8 10 2000001
8 11 2000001
8 12 2000001
9 1 2000001
9 2 2000001
9 3 2000001
9 4 2000001
9 5 2000001
9 6 2000001
9 7 2000001
9 8 2000001
9 9 2000001
9 10 2000001
9 11 2000001
9 12 2000001
10 1 2000001
10 2 2000001
10 3 2000001
10 4 2000001
10 5 2000001
10 6 2000001
10 7 2000001
10 8 2000001
10 9 2000001
10 10 2000001
10 11 2000001
10 12 2000001
11 1 2000001
11 2 2000001
11 3 2000001
11 4 2000001
11 5 2000001
11 6 2000001
11 7 2000001
11 8 2000001
11 9 2000001
11 10 2000001
11 11 2000001
11 12 2000001
12 1 2000001
12 2 2000001
12 3 2000001
12 4 2000001
12 5 2000001
12 6 2000001
12 7 2000001
12 8 2000001
12 9 2000001
12 10 2000001
12 11 2000001
12 12 2000001
13 1 2000001
13 2 2000001
13 3 2000001
13 4 2000001
13 5 2000001
13 6 2000001
13 7 2000001
13 8 2000001
13 9 2000001
13 10 2000001
13 11 2000001
13 12 2000001
14 1 2000001
14 2 2000001
14 3 2000001
14 4 2000001
14 5 2000001
14 6 2000001
14 7 2000001
14 8 2000001
14 9 2000001
14 10 2000001
14 11 2000001
14 12 2000001
15 1 2000001
15 2 2000001
15 3 2000001
15 4 2000001
15 5 2000001
15 6 2000001
15 7 2000001
15 8 2000001
15 9 2000001
15 10 2000001
15 11 2000001
15 12 2000001
